CODE;TYPE;DESCRIPTION
"EF007087";"Numeric";"Rated operation current Ie at DC-13, 24 V"
"EF007090";"Logical";"Suitable for operating system Windows 2003 Server"
"EF007091";"Logical";"Suitable for operating system Windows Vista"
"EF007092";"Numeric";"Width clamp"
"EF007094";"Numeric";"Width sensor"
"EF007095";"Numeric";"Width amplifier"
"EF007096";"Range";"Load"
"EF007097";"Numeric";"Load influence"
"EF007099";"Logical";"Roof ventilator"
"EF007103";"Logical";"Double interrupting"
"EF007104";"Logical";"Wire break- or measuring circuit monitoring"
"EF007105";"Range";"Pressure"
"EF007106";"Logical";"Compression-resistant"
"EF007107";"Numeric";"Compressive strength measuring head"
"EF007108";"Alphanumeric";"Type of pressure connection"
"EF007110";"Range";"Diameter axle"
"EF007111";"Numeric";"Diameter sensor"
"EF007112";"Logical";"Inherently safe according to EN 60947-5-6 NAMUR"
"EF007114";"Logical";"Input for analogue temperature sensor"
"EF007115";"Logical";"Input for earth fault detection"
"EF007116";"Logical";"Input for thermistor connection"
"EF007117";"Alphanumeric";"Number of phases input"
"EF007118";"Range";"Input voltage at AC 50 Hz"
"EF007119";"Range";"Input voltage at AC 60 Hz"
"EF007120";"Range";"Input voltage at DC"
"EF007121";"Range";"Primary voltage at AC"
"EF007122";"Numeric";"Primary voltage tolerance"
"EF007123";"Alphanumeric";"Scope of application"
"EF007124";"Range";"Engaging pressure"
"EF007125";"Range";"Adjustable switch on temperature"
"EF007126";"Logical";"Built as slide-in ventilator"
"EF007127";"Range";"Adjustable setting value for flow for liquids"
"EF007128";"Range";"Adjustable setting value for flow for gases"
"EF007129";"Range";"Adjustment range short-term delayed short-circuit release"
"EF007131";"Range";"Adjustment range undelayed short-circuit release"
"EF007132";"Logical";"Electronic version"
"EF007134";"Numeric";"End value measuring range pressure"
"EF007135";"Alphanumeric";"Energy type"
"EF007136";"Logical";"Contains analogue output module"
"EF007137";"Logical";"Contains analogue input module"
"EF007138";"Logical";"Contains module rack"
"EF007139";"Logical";"Contains control unit"
"EF007140";"Logical";"Contains libraries"
"EF007141";"Logical";"Contains digital output module"
"EF007142";"Logical";"Contains digital input module"
"EF007143";"Logical";"Contains documentation"
"EF007144";"Logical";"Contains engineering software"
"EF007145";"Logical";"Contains function building blocks"
"EF007146";"Logical";"Contains function module"
"EF007147";"Logical";"Contains basic device"
"EF007148";"Logical";"Contains industry PC"
"EF007149";"Logical";"Contains communication module"
"EF007150";"Logical";"Contains monitor"
"EF007151";"Logical";"Contains panel-PC"
"EF007152";"Logical";"Contains programming software"
"EF007153";"Logical";"Contains simulation module"
"EF007154";"Logical";"Contains slot-PLC"
"EF007155";"Logical";"Contains soft-PLC"
"EF007156";"Logical";"Contains memory unit"
"EF007157";"Logical";"Contains power supply"
"EF007158";"Logical";"Contains keypad"
"EF007159";"Logical";"Contains technology module"
"EF007160";"Logical";"Contains connection cable"
"EF007161";"Logical";"Contains visualization"
"EF007162";"Logical";"Contains other components"
"EF007163";"Logical";"Expansion device"
"EF007164";"Logical";"ETSI-compliant"
"EF007165";"Alphanumeric";"Colour indicator light cap"
"EF007167";"Alphanumeric";"Colour control element"
"EF007168";"Alphanumeric";"Colour body"
"EF007169";"Numeric";"Filter bank performance"
"EF007172";"Logical";"With escape release"
"EF007173";"Numeric";"Volume flow, freeblowing"
"EF007175";"Alphanumeric";"Type of frequency band"
"EF007176";"Alphanumeric";"Front shield size"
"EF007178";"Logical";"Radio standard Bluetooth"
"EF007179";"Logical";"Radio standard Wi-Fi 802.11"
"EF007180";"Logical";"With automatic feeding"
"EF007181";"Logical";"Function contactless working protection installation"
"EF007182";"Logical";"Function operating mode selection"
"EF007183";"Logical";"Function master/slave"
"EF007184";"Logical";"Function emergency stop"
"EF007185";"Logical";"Function contacter monitoring"
"EF007186";"Logical";"With function restart blockage"
"EF007187";"Logical";"Function access control"
"EF007188";"Logical";"Function affirm pushbutton"
"EF007189";"Logical";"Function 2-hand switching"
"EF007190";"Logical";"Contains function modules for analogue signals"
"EF007191";"Logical";"Contains function modules for drives"
"EF007192";"Logical";"Contains function modules for bus handling"
"EF007193";"Logical";"Contains function modules for diagnostics"
"EF007194";"Logical";"Contains function modules for documentation"
"EF007195";"Logical";"Contains function modules for FUZZY-Control"
"EF007196";"Logical";"Contains function modules for communication"
"EF007197";"Logical";"Contains function modules for Motion Control"
"EF007198";"Logical";"Contains function modules for positioning"
"EF007199";"Logical";"Contains function modules for redundancy"
"EF007200";"Logical";"Contains function modules for control"
"EF007201";"Logical";"Contains function modules for simulation"
"EF007202";"Logical";"Contains function modules for other applications"
"EF007203";"Logical";"Contains function modules for teleservice"
"EF007204";"Logical";"Contains function modules for visualization"
"EF007205";"Logical";"Contains function modules for electronic positioning"
"EF007206";"Logical";"Contains function modules for counting"
"EF007207";"Logical";"Contains function modules for status graph"
"EF007208";"Logical";"Function block automatic reset"
"EF007209";"Logical";"Function block contactless working protection installation"
"EF007210";"Logical";"Function block operating mode selection"
"EF007211";"Logical";"Function block emergency stop"
"EF007212";"Logical";"Function block restart blockage"
"EF007213";"Logical";"Function block access control"
"EF007214";"Logical";"Function block affirm pushbutton"
"EF007215";"Logical";"Function block 2-hand switching"
"EF007217";"Logical";"Suitable for devices with auxiliary switch"
"EF007218";"Logical";"Suitable for devices with N-conductor"
"EF007219";"Range";"Busbar width"
"EF007220";"Range";"Busbar thickness"
"EF007222";"Logical";"Galvanic separation between output to output"
"EF007223";"Logical";"Galvanic separation between input and output"
"EF007224";"Logical";"Galvanic separation between inputs"
"EF007225";"Logical";"Galvanic separation between supply voltage and all other current circuits"
"EF007226";"Logical";"Suitable as 2-point controller"
"EF007227";"Logical";"Suitable as output reactance coil"
"EF007228";"Logical";"Suitable as limiter"
"EF007229";"Logical";"Suitable as du/dt-filter"
"EF007230";"Logical";"Suitable as interference suppression reactance coil"
"EF007231";"Logical";"Suitable as radio interference suppression filter"
"EF007232";"Logical";"Suitable as ripple filter choke"
"EF007233";"Logical";"Suitable as commutation reactance coil"
"EF007234";"Logical";"Suitable as net reactance coil"
"EF007235";"Logical";"Built as safety transformer"
"EF007236";"Logical";"Suitable as sinus filter"
"EF007237";"Logical";"Suitable as audio frequency blockage"
"EF007238";"Logical";"Built as isolating transformer"
"EF007239";"Logical";"Suitable as guard"
"EF007241";"Numeric";"Suitable for number of devices"
"EF007242";"Logical";"Suitable for strip conductor connection"
"EF007243";"Logical";"Suitable for floor mounting"
"EF007244";"Logical";"Suitable for push button"
"EF007245";"Logical";"Suitable for liquids"
"EF007246";"Logical";"Suitable for front mounting"
"EF007247";"Logical";"Suitable for front mounting 4-hole"
"EF007248";"Logical";"Suitable for front mounting centre"
"EF007249";"Logical";"Suitable for gases"
"EF007250";"Logical";"Suitable for DIN rail (top hat rail) mounting"
"EF007251";"Logical";"Suitable for cable patch"
"EF007252";"Logical";"Suitable for switch disconnector"
"EF007253";"Numeric";"Suitable for PCB thickness"
"EF007254";"Logical";"Suitable for illuminated push buttons"
"EF007255";"Logical";"Suitable for indicator light"
"EF007257";"Logical";"Suitable for mushroom head push button"
"EF007258";"Logical";"Suitable for round conductor connection"
"EF007259";"Logical";"Suitable for busbar mounting"
"EF007260";"Logical";"Suitable for sector conductor connection"
"EF007261";"Logical";"Suitable for signalling lamp"
"EF007262";"Logical";"Suitable for distribution board installation"
"EF007263";"Logical";"Suitable for selector switch"
"EF007264";"Logical";"Suitable for intermediate mounting"
"EF007266";"Logical";"Suitable for monitoring of magnetic switches"
"EF007267";"Logical";"Suitable for monitoring of proximity switches"
"EF007268";"Logical";"Suitable for monitoring of emergency-stop circuits"
"EF007269";"Logical";"Suitable for monitoring of optoelectronic protection equipment"
"EF007270";"Logical";"Suitable for monitoring of position switches"
"EF007271";"Logical";"Suitable for monitoring of tactile sensors"
"EF007272";"Logical";"Suitable for monitoring of valves"
"EF007275";"Alphanumeric";"Device model"
"EF007276";"Alphanumeric";"Construction type of device"
"EF007277";"Alphanumeric";"Thread sleeves sensor/actuator slots"
"EF007279";"Logical";"Basic device"
"EF007281";"Numeric";"Number of auxiliary contacts as normally closed contact, delayed switching"
"EF007282";"Numeric";"Number of auxiliary contacts as normally open contact, leading"
"EF007283";"Numeric";"Height of sensor"
"EF007284";"Numeric";"Height amplifier"
"EF007289";"Range";"Impulse rate per cycle"
"EF007291";"Numeric";"Rated inductance"
"EF007293";"Logical";"Integrated breaking resistance"
"EF007294";"Logical";"Application in industrial area permitted"
"EF007295";"Logical";"Application in domestic- and commercial area permitted"
"EF007296";"Logical";"Integrated earth fault protection"
"EF007297";"Logical";"Integrated motor overload protection"
"EF007298";"Logical";"IO link master"
"EF007299";"Alphanumeric";"Type of insulation material according to IEC 85"
"EF007300";"Numeric";"Length of the preassembled cable"
"EF007301";"Logical";"Cable length configurable"
"EF007302";"Range";"Cable outer diameter for cable gland"
"EF007305";"Logical";"With communication interface analogue"
"EF007306";"Logical";"With communication interface AS-Interface"
"EF007307";"Logical";"With communication interface CANOpen"
"EF007308";"Logical";"With communication interface DeviceNet"
"EF007309";"Logical";"With communication interface Ethernet"
"EF007310";"Logical";"With communication interface INTERBUS"
"EF007311";"Logical";"With communication interface PROFIBUS"
"EF007312";"Logical";"With communication interface RS-232"
"EF007313";"Logical";"With communication interface RS-422"
"EF007314";"Logical";"With communication interface RS-485"
"EF007315";"Logical";"With communication interface SSD"
"EF007316";"Logical";"With communication interface SSI"
"EF007317";"Logical";"Complete device in housing"
"EF007319";"Numeric";"Diameter contact female"
"EF007320";"Numeric";"Diameter plug-in contact"
"EF007324";"Logical";"Contact insert without contacts"
"EF007326";"Numeric";"Modular spacing contacts"
"EF007327";"Numeric";"Diameter contact pin"
"EF007329";"Alphanumeric";"Type of cooling medium"
"EF007330";"Numeric";"Cooling capacity, usable at 35 °C"
"EF007332";"Logical";"Short-circuit-proof"
"EF007333";"Logical";"Short-circuit current limiter"
"EF007334";"Numeric";"Length of sensor"
"EF007335";"Numeric";"Length amplifier"
"EF007337";"Range";"Connectable conductor cross section solid-core"
"EF007339";"Range";"Connectable conductor cross section fine-strand with cable end sleeve"
"EF007341";"Range";"Connectable conductor cross section fine-strand without cable end sleeve"
"EF007343";"Range";"Connectable conductor cross section multi-wired"
"EF007346";"Logical";"With ventilation slots"
"EF007348";"Numeric";"Number of relay outputs"
"EF007349";"Numeric";"Max. number of time switches"
"EF007350";"Numeric";"Max. output frequency"
"EF007351";"Numeric";"Max. output current AC 50 Hz"
"EF007352";"Numeric";"Max. output current AC 60 Hz"
"EF007353";"Numeric";"Max. output current DC"
"EF007355";"Numeric";"Max. rated operation voltage Ue AC"
"EF007356";"Numeric";"Max. rated operation current Ie"
"EF007357";"Numeric";"Max. rated operation voltage Ue"
"EF007358";"Numeric";"Max. rated current (Ith) at rated voltage AC"
"EF007359";"Numeric";"Max. rated current (Ith) at rated voltage DC"
"EF007360";"Numeric";"Max. input current AC 50 Hz"
"EF007361";"Numeric";"Max. input current AC 60 Hz"
"EF007362";"Numeric";"Max. input current DC"
"EF007364";"Numeric";"Max. output at linear load at rated output voltage"
"EF007365";"Numeric";"Max. test pressure"
"EF007366";"Numeric";"Max. output at quadratic load at rated output voltage"
"EF007367";"Numeric";"Max. switching distance"
"EF007368";"Numeric";"Max. rated current of one contact"
"EF007369";"Range";"Medium temperature"
"EF007370";"Range";"Rated operating frequency"
"EF007371";"Logical";"With measuring head"
"EF007372";"Logical";"Measuring head in device integrated"
"EF007373";"Numeric";"Differential gap, temperature"
"EF007374";"Numeric";"Min. permitted supply voltage"
"EF007375";"Logical";"With roof plate"
"EF007376";"Logical";"With earthing"
"EF007377";"Logical";"With front door"
"EF007378";"Logical";"With hand operation"
"EF007380";"Logical";"With copper rail"
"EF007381";"Logical";"With backside door"
"EF007383";"Logical";"With sidewall"
"EF007384";"Logical";"With error protection"
"EF007385";"Logical";"With interlocking device"
"EF007386";"Logical";"Motor drive optional"
"EF007389";"Numeric";"Nominal volume flow rate"
"EF007391";"Numeric";"Nominal cooling performance L32Oil20 at 50Hz"
"EF007392";"Numeric";"Nominal cooling performance L32W18 at 50Hz"
"EF007393";"Numeric";"Nominal cooling performance L35W10 200l/h"
"EF007394";"Numeric";"Nominal cooling performance L35W10 400l/h"
"EF007395";"Logical";"Off delay timer"
"EF007396";"Logical";"On delay timer"
"EF007397";"Logical";"Version for extended temperature range"
"EF007398";"Logical";"Parameterizable"
"EF007399";"Alphanumeric";"Performance level according to EN ISO 13849-1"
"EF007400";"Logical";"Phase failure sensitive"
"EF007401";"Alphanumeric";"Polarization"
"EF007402";"Numeric";"Number of poles sensor/actuator slots"
"EF007403";"Numeric";"Number of poles, primary side"
"EF007405";"Numeric";"Primary rated current"
"EF007409";"Range";"Primary voltage 10"
"EF007410";"Range";"Primary voltage 4"
"EF007411";"Range";"Primary voltage 5"
"EF007412";"Range";"Primary voltage 6"
"EF007413";"Range";"Primary voltage 7"
"EF007414";"Range";"Primary voltage 8"
"EF007415";"Range";"Primary voltage 9"
"EF007416";"Logical";"Loadable for operating system for configuration software, Windows 2003 Server"
"EF007417";"Logical";"Loadable for operating system for configuration software, Windows Vista"
"EF007445";"Logical";"Cross-wire monitoring possible"
"EF007446";"Numeric";"RAL-number corpus"
"EF007447";"Logical";"Switching function latching"
"EF007448";"Logical";"With reflector"
"EF007452";"Numeric";"Relative short circuit voltage"
"EF007453";"Numeric";"Relative symmetric net voltage tolerance"
"EF007454";"Numeric";"Relative symmetric net frequency tolerance"
"EF007455";"Numeric";"Resonance frequency"
"EF007456";"Numeric";"Resonance frequency, electric filter"
"EF007457";"Logical";"Runtime operation system, Windows Vista"
"EF007458";"Logical";"SCADA functionality"
"EF007461";"Logical";"Fix cable version suitable for cable guide chain"
"EF007462";"Logical";"Snap mounting"
"EF007464";"Alphanumeric";"Degree of protection (IP) evaluation electronic"
"EF007465";"Alphanumeric";"Degree of protection (IP) measuring head"
"EF007466";"Alphanumeric";"Degree of protection (IP), mounted"
"EF007467";"Logical";"Contactor control function block"
"EF007468";"Logical";"With protective conductor"
"EF007470";"Numeric";"Secondary rated apparent power"
"EF007471";"Numeric";"Secondary rated current"
"EF007472";"Range";"Secondary voltage 1"
"EF007473";"Range";"Secondary voltage 10"
"EF007474";"Range";"Secondary voltage 2"
"EF007475";"Range";"Secondary voltage 3"
"EF007476";"Range";"Secondary voltage 4"
"EF007477";"Range";"Secondary voltage 5"
"EF007478";"Range";"Secondary voltage 6"
"EF007479";"Range";"Secondary voltage 7"
"EF007480";"Range";"Secondary voltage 8"
"EF007481";"Range";"Secondary voltage 9"
"EF007484";"Logical";"Software preinstalled"
"EF007485";"Logical";"With other analogue output"
"EF007491";"Logical";"Voltage release optional"
"EF007492";"Logical";"Voltage detection module"
"EF007493";"Logical";"Language switch possible"
"EF007494";"Alphanumeric";"Type of connector for trunk line"
"EF007495";"Alphanumeric";"Connector model"
"EF007496";"Numeric";"Diameter connector"
