CODE;VERSION;DESCRIPTION;STATUS;GROUP_CODE
"EC002321";"6";"Wall mounting plate for tube clamps";"Published";"EG000010"
"EC002326";"6";"Cable plug for cable-/installation tube entry";"Published";"EG000048"
"EC002327";"5";"End piece for illumination cable";"Published";"EG000047"
"EC002328";"8";"Accessories/spare parts for junction boxes/cases for mounting in the wall";"Published";"EG000048"
"EC002334";"8";"Spacer sleeve";"Published";"EG000049"
"EC002336";"5";"Anchor rod";"Published";"EG000049"
"EC002337";"6";"Anti-theft screw";"Published";"EG000049"
"EC002338";"5";"Hexagon head wood screw";"Published";"EG000049"
"EC002339";"7";"Blind rivet";"Published";"EG000049"
"EC002340";"7";"Blind rivet nut";"Published";"EG000049"
"EC002341";"6";"Self drilling tapping screw";"Published";"EG000049"
"EC002343";"6";"Rivet nut";"Published";"EG000049"
"EC002344";"5";"Speed nut";"Published";"EG000049"
"EC002345";"6";"Lock washer";"Published";"EG000049"
"EC002347";"7";"Wing nut";"Published";"EG000049"
"EC002348";"5";"Gas cartridge for nail gun";"Published";"EG000049"
"EC002349";"7";"Stud bolt";"Published";"EG000049"
"EC002350";"4";"Threaded sleeve";"Published";"EG000049"
"EC002351";"5";"Threaded pipe";"Published";"EG000049"
"EC002352";"5";"Hook nail";"Published";"EG000049"
"EC002353";"5";"Round head rivet";"Published";"EG000049"
"EC002354";"6";"T-head bolt";"Published";"EG000049"
"EC002357";"5";"Support insulator";"Published";"EG000049"
"EC002358";"5";"Square caged nut";"Published";"EG000049"
"EC002359";"6";"Tommy screw";"Published";"EG000049"
"EC002360";"6";"Long nut";"Published";"EG000049"
"EC002361";"5";"L-hook screw";"Published";"EG000049"
"EC002362";"4";"Mounting cramp for junction boxes";"Published";"EG000048"
"EC002363";"6";"Resin capsule for adhesive anchor";"Published";"EG000049"
"EC002364";"6";"Nail for nail gun";"Published";"EG000049"
"EC002365";"5";"Safety screw";"Published";"EG000049"
"EC002366";"7";"Eye nut";"Published";"EG000049"
"EC002367";"8";"Eye bolt";"Published";"EG000049"
"EC002368";"6";"Eye screw (non-metric)";"Published";"EG000049"
"EC002369";"5";"Stirrup bolt J-form";"Published";"EG000049"
"EC002370";"6";"Stirrup bolt U-form";"Published";"EG000049"
"EC002371";"6";"Shackle";"Published";"EG000049"
"EC002372";"6";"Swing hook";"Published";"EG000049"
"EC002373";"4";"Wheel nipple for luminaire";"Published";"EG000049"
"EC002374";"5";"Screw for compressed air screw driver";"Published";"EG000049"
"EC002375";"6";"Screw/nut cap";"Published";"EG000049"
"EC002376";"6";"Cup washer";"Published";"EG000049"
"EC002377";"6";"Expanding rivet";"Published";"EG000049"
"EC002379";"5";"High performance hook";"Published";"EG000049"
"EC002381";"4";"Tab washer";"Published";"EG000049"
"EC002383";"7";"Retaining ring";"Published";"EG000049"
"EC002384";"6";"Spring pin";"Published";"EG000049"
"EC002385";"8";"Wood/timber screw";"Published";"EG000049"
"EC002388";"5";"Foundation bolt";"Published";"EG000049"
"EC002389";"5";"Adjusting ring";"Published";"EG000049"
"EC002390";"7";"Set screw";"Published";"EG000049"
"EC002391";"6";"Stud";"Published";"EG000049"
"EC002392";"7";"Stud screw";"Published";"EG000049"
"EC002393";"6";"Adhesive anchor";"Published";"EG000049"
"EC002394";"5";"Square taper washers";"Published";"EG000049"
"EC002396";"5";"Adjusting cheese head screw";"Published";"EG000049"
"EC002397";"6";"Tee funnel for cable tray";"Published";"EG000004"
"EC002400";"8";"Bend for cable tray";"Published";"EG000004"
"EC002401";"7";"Add-on tee cover for cable support system";"Published";"EG000004"
"EC002402";"7";"Bend cover for cable support system";"Published";"EG000004"
"EC002403";"7";"Cover for cable support system";"Published";"EG000004"
"EC002404";"7";"Cover cross piece for cable support system";"Published";"EG000004"
"EC002405";"7";"Reduction piece cover for cable support system";"Published";"EG000004"
"EC002406";"7";"Tee cover for cable support system";"Published";"EG000004"
"EC002407";"6";"Accessories/spare parts for installation rail current/data cable";"Published";"EG000004"
"EC002408";"4";"Installation rail current/data cable";"Published";"EG000004"
"EC002409";"6";"Profile column for cable ladder";"Published";"EG000004"
"EC002410";"6";"Tube-/cable bracket for cable support system";"Published";"EG000004"
"EC002411";"6";"Rung for cable ladder";"Published";"EG000004"
"EC002413";"7";"Connector for cable support system";"Published";"EG000004"
"EC002414";"7";"Cable guide chain";"Published";"EG000004"
"EC002415";"6";"Wall mounting for bracket cable support system";"Published";"EG000004"
"EC002416";"6";"Cover on-floor duct";"Published";"EG000005"
"EC002417";"7";"Insulating plate mounting cover underfloor duct box";"Published";"EG000005"
"EC002418";"4";"Form dummy for underfloor installation";"Published";"EG000005"
"EC002419";"8";"Accessories/spare parts for surface tank";"Published";"EG000005"
"EC002420";"8";"Accessories/spare parts for underfloor installation ducting systems";"Published";"EG000005"
"EC002421";"6";"Height adjustment ring/-frame for underfloor installation duct";"Published";"EG000005"
"EC002422";"7";"Mounting socket for surface tank";"Published";"EG000005"
"EC002423";"5";"Tube entry for underfloor installation duct box";"Published";"EG000005"
"EC002424";"6";"Cover frame for domestic switching devices skirting duct";"Published";"EG000006"
"EC002425";"5";"Cover for tube-/duct inlet skirting duct";"Published";"EG000006"
"EC002426";"4";"Screening profile for skirting duct";"Published";"EG000006"
"EC002427";"5";"Add-on tee for installation duct";"Published";"EG000006"
"EC002428";"5";"Surface mounted junction box for installation duct";"Published";"EG000006"
"EC002429";"5";"Surface mounting plate for installation duct";"Published";"EG000006"
"EC002430";"6";"Fin for wall duct";"Published";"EG000006"
"EC002431";"7";"Fin support for wall duct";"Published";"EG000006"
"EC002432";"4";"Cable cover holder for skirting duct";"Published";"EG000006"
"EC002434";"4";"Cable clip for wall duct";"Published";"EG000006"
"EC002435";"4";"Cable clip for skirting duct";"Published";"EG000006"
"EC002436";"5";"Cable junction piece for skirting duct";"Published";"EG000006"
"EC002437";"5";"Joint clip for cover wall duct";"Published";"EG000006"
"EC002438";"5";"Potential equalization for wall duct";"Published";"EG000006"
"EC002439";"6";"Installation tube/installation duct entry for skirting duct";"Published";"EG000006"
"EC002440";"4";"Saw kernel for wall duct";"Published";"EG000006"
"EC002441";"5";"Support clamp for wall duct";"Published";"EG000006"
"EC002442";"4";"Mounting for separation plate installation duct";"Published";"EG000006"
"EC002444";"5";"Transition piece for installation tube/installation duct";"Published";"EG000006"
"EC002445";"6";"Universal inner-/outer corner for wall duct";"Published";"EG000006"
"EC002446";"6";"Trunking base for skirting duct";"Published";"EG000006"
"EC002447";"5";"Wall fastening clip for installation duct";"Published";"EG000006"
"EC002448";"6";"Wall-ceiling transition for installation duct";"Published";"EG000006"
"EC002449";"5";"Wall connection blind for wall duct";"Published";"EG000006"
"EC002451";"6";"Cover for extension module installation column";"Published";"EG000008"
"EC002452";"6";"Ceiling connection for installation column";"Published";"EG000008"
"EC002454";"6";"Pedestal for installation column";"Published";"EG000008"
"EC002455";"7";"Gas detector";"Published";"EG000054"
"EC002456";"6";"Glass plate for non-automatic detector for danger detection system";"Published";"EG000054"
"EC002457";"4";"Mechanical connection sleeve for telecommunications cable";"Published";"EG000037"
"EC002458";"4";"Pressure spring";"Published";"EG000047"
"EC002459";"4";"Cable sheath repair kit";"Published";"EG000047"
"EC002460";"8";"Socket outlet/plug with protective contact";"Published";"EG000013"
"EC002461";"7";"Accessories/spare parts for socket outlets/plugs with protective contact";"Published";"EG000013"
"EC002464";"6";"Spreader cap";"Published";"EG000047"
"EC002465";"6";"Accessories/spare parts for cable end sleeves";"Published";"EG000047"
"EC002466";"8";"Touch sensor connector for bus system";"Published";"EG000032"
"EC002467";"6";"Reflector for photoelectric sensor";"Published";"EG000026"
"EC002468";"5";"Video switch";"Published";"EG000054"
"EC002469";"7";"Accessories/spare parts for on-floor duct";"Published";"EG000005"
"EC002470";"5";"Mounting clamp for cable protection tubes for underground application";"Published";"EG000002"
"EC002472";"7";"Accessories/spare parts for luminaire mounting box";"Published";"EG000030"
"EC002475";"5";"Current value transformer";"Published";"EG000026"
"EC002476";"5";"Power value transformer";"Published";"EG000026"
"EC002477";"5";"Voltage value transformer";"Published";"EG000026"
"EC002478";"6";"Reactive power transformer";"Published";"EG000026"
"EC002479";"5";"Effective power (cos phi) value transformer";"Published";"EG000026"
"EC002480";"5";"Perilex coupler";"Published";"EG000014"
"EC002482";"6";"D0-system screw adapter";"Published";"EG000020"
"EC002483";"4";"Switch spool for power circuit breaker";"Published";"EG000017"
"EC002484";"8";"Sound system for domestic switching devices";"Published";"EG000013"
"EC002485";"7";"Three-phase control transformer";"Published";"EG000017"
"EC002486";"6";"One-phase control transformer";"Published";"EG000017"
"EC002487";"6";"Explosion proof telephone";"Published";"EG000038"
"EC002488";"6";"Signal generator for explosion proof telephone";"Published";"EG000038"
"EC002489";"6";"Weatherproof telephone";"Published";"EG000038"
"EC002490";"6";"Signal generator for weatherproof telephone";"Published";"EG000038"
"EC002491";"4";"Telephone hood";"Published";"EG000038"
"EC002492";"5";"Explosion proof loudspeaker";"Published";"EG000035"
"EC002493";"6";"Explosion proof indicator light";"Published";"EG000035"
"EC002494";"5";"Signal device with LED-multicolourlamp";"Published";"EG000035"
"EC002495";"5";"Measurement device for surge protection";"Published";"EG000021"
"EC002496";"7";"Accessories/spare parts for surge protection power supply systems";"Published";"EG000021"
"EC002497";"7";"Accessories/spare parts for surge protection data networks/MCR-technology";"Published";"EG000021"
"EC002498";"8";"Accessories/spare parts for low-voltage switch technology";"Published";"EG000017"
"EC002499";"7";"Network/server enclosure";"Published";"EG000011"
"EC002500";"7";"Network cabinet";"Published";"EG000011"
"EC002501";"7";"Telecommunications cabinet";"Published";"EG000011"
"EC002502";"7";"Enclosure/housing for PC, monitor or periphery";"Published";"EG000011"
"EC002503";"7";"Explosion proof enclosure/housing";"Published";"EG000011"
"EC002504";"6";"Command panel";"Published";"EG000011"
"EC002505";"6";"Kiosk system";"Published";"EG000011"
"EC002506";"5";"Cabling rack (electro/IT)";"Published";"EG000011"
"EC002507";"6";"Laboratory rack (electro/IT)";"Published";"EG000011"
"EC002508";"5";"Laboratory trolley (electro/IT)";"Published";"EG000011"
"EC002509";"5";"Climate controlled enclosure/cabinet";"Published";"EG000011"
"EC002510";"5";"Climate control door (enclosure/cabinet)";"Published";"EG000011"
"EC002511";"5";"Climate control side panel (enclosure/cabinet)";"Published";"EG000011"
"EC002513";"7";"Filter (enclosure/cabinet climate control)";"Published";"EG000011"
"EC002514";"5";"Air/air heat exchanger (enclosure/cabinet climate control)";"Published";"EG000011"
"EC002515";"5";"Air/water heat exchanger (enclosure/cabinet climate control)";"Published";"EG000011"
"EC002516";"5";"Liquid cooling unit (enclosure/cabinet)";"Published";"EG000011"
"EC002517";"6";"Case for component installation with modular spacing 19 inch";"Published";"EG000011"
"EC002518";"5";"Profile (enclosure/cabinet)";"Published";"EG000011"
"EC002519";"6";"Front plate for unit with modular spacing 19 inch";"Published";"EG000011"
"EC002520";"7";"Plug-in unit for modular spacing 19 inch";"Published";"EG000011"
"EC002522";"6";"Drive unit for modular spacing 19 inch";"Published";"EG000011"
"EC002523";"5";"Mounting part for unit with modular spacing 19 inch";"Published";"EG000011"
"EC002524";"5";"Side-/back panel (enclosure/cabinet)";"Published";"EG000011"
"EC002525";"6";"Divider panel (enclosure/cabinet)";"Published";"EG000011"
"EC002527";"6";"Window (enclosure/cabinet)";"Published";"EG000011"
"EC002528";"5";"Spacer frame (enclosure/cabinet)";"Published";"EG000011"
"EC002529";"5";"Display panel (enclosure/cabinet)";"Published";"EG000011"
"EC002530";"6";"Top mounting module (enclosure/cabinet)";"Published";"EG000011"
"EC002534";"5";"Column (enclosure/cabinet)";"Published";"EG000011"
"EC002535";"5";"Accessories/spare parts for column (enclosure/cabinet)";"Published";"EG000011"
"EC002537";"8";"Application software for automation";"Published";"EG000024"
"EC002538";"7";"Configurable control component";"Published";"EG000024"
"EC002540";"8";"DC-power supply";"Published";"EG000017"
"EC002541";"8";"AC-power supply";"Published";"EG000017"
"EC002542";"8";"AC/DC-power supply";"Published";"EG000017"
"EC002544";"8";"Magnetic proximity switch";"Published";"EG000026"
"EC002549";"6";"Light curtain";"Published";"EG000026"
"EC002550";"4";"Laser scanner";"Published";"EG000026"
"EC002552";"5";"Power contactor, DC switching";"Published";"EG000017"
"EC002555";"5";"Test plug for terminal blocks";"Published";"EG000012"
"EC002556";"8";"Electrical accessories for luminaires";"Published";"EG000030"
"EC002557";"7";"Mechanical accessories/spare parts for luminaires";"Published";"EG000030"
"EC002558";"8";"Light technical accessories for luminaires";"Published";"EG000030"
"EC002559";"7";"Accessories/spare parts for light pole";"Published";"EG000030"
"EC002560";"6";"Plug-in connector for plug-in building installation";"Published";"EG000057"
"EC002561";"6";"Direction change for rail distributor";"Published";"EG000015"
"EC002562";"6";"Busbar trunk unit for riser cable";"Published";"EG000015"
"EC002563";"7";"Coil for low-voltage";"Published";"EG000017"
"EC002564";"6";"Filter for low-voltage";"Published";"EG000017"
"EC002565";"6";"Filter circuit coil for low-voltage";"Published";"EG000017"
"EC002566";"5";"Device connection for plug-in building installation";"Published";"EG000057"
"EC002567";"5";"Compact distributor for plug-in building installation";"Published";"EG000057"
"EC002568";"5";"Relay for thermistor protection (PTC)";"Published";"EG000017"
"EC002571";"7";"Agreement switch";"Published";"EG000026"
"EC002572";"7";"Motor management device";"Published";"EG000017"
"EC002574";"5";"Built-in field for telecommunications";"Published";"EG000023"
"EC002575";"4";"Distributor assembly for serial built-in device";"Published";"EG000015"
"EC002577";"5";"Flat bend for on-floor installation duct";"Published";"EG000006"
"EC002578";"5";"Coupler for on-floor installation duct";"Published";"EG000006"
"EC002580";"6";"Flow monitoring equipment";"Published";"EG000019"
"EC002581";"5";"PLC device set";"Published";"EG000024"
"EC002582";"4";"Function block/library";"Published";"EG000024"
"EC002583";"4";"Fieldbus, decentr. periphery - power supply module";"Published";"EG000024"
"EC002584";"6";"Accessories/spare parts for controls";"Published";"EG000024"
"EC002585";"7";"Passive sensor-actuator interface (with cable)";"Published";"EG000026"
"EC002586";"6";"Accessories/spare parts for switching relay";"Published";"EG000019"
"EC002587";"6";"Patch cord for plug-in building installation";"Published";"EG000057"
